City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Panzhihua,CN,26.5851,101.7128,74.05,70,37,2.26,scattered clouds
702,Soyaux,FR,45.65,0.2,61.39,66,0,4.61,clear sky
703,Moengo,SR,5.6167,-54.4,74.7,96,98,2.08,overcast clouds
704,Yazd,IR,31.8972,54.3675,82.51,12,0,2.3,clear sky
705,Khorixas,NA,-20.3667,14.9667,61.02,37,82,2.17,broken clouds
706,General Elizardo Aquino,PY,-24.4333,-56.7,59.41,34,28,4.61,scattered clouds
707,Beira,MZ,-19.8436,34.8389,68.09,100,0,1.59,clear sky
708,Muravlenko,RU,63.7898,74.523,43.68,70,100,11.68,overcast clouds
709,Kitovo,RU,56.8659,41.2825,39.38,65,91,9.46,overcast clouds
710,Kentwood,US,42.8695,-85.6448,66.58,65,50,6.33,scattered clouds
711,Ndago,TZ,-4.6,34.35,62.01,67,59,9.22,broken clouds
712,Vsevolozhsk,RU,60.0204,30.6372,39.11,56,15,2.84,few clouds
713,Haines Junction,CA,60.7522,-137.5108,55.35,44,99,12.66,overcast clouds
714,Chancay,PE,-11.5714,-77.2672,66.07,89,70,5.95,broken clouds
715,Mon,IN,26.75,95.1,71.53,96,77,2.35,broken clouds
716,Florin,US,38.496,-121.4088,101.64,25,1,3.0,clear sky
717,Abu Zabad,SD,12.35,29.25,87.84,32,55,4.83,broken clouds
718,Onega,RU,63.9061,38.1404,38.64,71,70,6.35,broken clouds
719,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,45.19,66,40,8.19,scattered clouds
720,Port Lincoln,AU,-34.7333,135.8667,56.86,39,100,15.35,overcast clouds
721,Moundou,TD,8.5667,16.0833,84.45,43,91,3.13,overcast clouds
722,Belyy Yar,RU,53.6039,91.3903,49.89,71,0,1.3,clear sky
723,Pathein,MM,16.7833,94.7333,79.7,84,99,3.18,overcast clouds
